42,39,56,73,56,39,76,45,75,75,71,70,31,58,66,23,44,55,40,32,34,36,23,75,43,64,77,40,67,38,49,36,38,30,70,70,54,69,60,72,37,62,49,44,64,22,77,44,30,29,51,58,73,47,55,46,72,41,47,34,
33,51,26,76,51,30,23,31,42,43,58,50,74,26,27,71,33,47,49,77,44,53,28,39,49,59,55,64,64,70,61,78,57,76,60,66,43,31,71,63,46,32,77,78,44,63,52,69,31,40,68,64,77,36,42,74,73,63,23,54,
66,64,26,37,35,29,56,60,31,43,42,57,74,64,54,67,69,26,36,53,34,68,78,27,46,23,27,53,71,42,78,66,75,66,70,63,25,57,63,71,45,42,50,26,56,74,36,74,57,71,34,43,26,36,46,58,41,50,39,55,
71,72,72,52,50,45,24,61,33,29,66,63,55,59,28,43,67,52,31,46,75,67,30,57,54,78,30,44,26,65,35,30,53,63,51,77,44,32,68,68,75,55,47,28,72,77,64,75,67,51,55,77,24,22,32,53,66,77,44,58,
35,45,46,57,26,66,76,70,73,36,54,26,75,35,58,78,54,27,49,30,57,35,41,64,35,48,41,41,52,67,37,38,72,55,27,54,53,27,50,65,66,54,51,66,33,73,28,62,69,45,47,38,41,72,38,34,41,62,52,60,
27,51,45,40,53,29,55,72,46,43,60,33,64,61,77,35,54,35,55,72,42,42,37,23,75,74,43,38,59,77,58,24,64,47,34,33,25,41,53,45,28,43,22,31,64,51,58,61,23,44,65,66,37,40,57,72,40,66,50,23,
60,37,38,76,78,63,68,49,70,22,71,59,43,36,23,60,66,63,66,74,30,40,58,25,58,49,36,47,41,50,59,53,42,71,29,52,59,62,73,36,62,48,39,48,35,50,63,48,34,35,70,75,51,43,31,53,69,75,71,72,
52,67,78,67,57,69,38,23,71,63,23,71,23,38,31,78,40,47,25,53,62,60,46,64,75,69,64,40,31,31,46,75,41,33,66,56,60,65,34,68,30,73,71,47,46,42,65,51,23,65,50,36,44,71,34,57,48,49,40,26,
52,43,72,53,47,51,67,22,42,40,49,49,28,29,22,61,62,64,62,67,28,60,34,25,40,23,46,60,37,52,40,62,32,69,33,51,55,36,58,29,76,37,24,56,38,29,39,41,78,62,68,29,48,28,53,66,65,30,53,43,
72,65,29,46,78,37,36,28,31,33,39,27,61,46,63,71,75,39,41,77,46,78,14,23,58,13,75,57,69,39,37,44,32,54,69,27,78,42,72,45,75,43,46,23,72,31,49,67,68,34,68,58,48,44,77,54,45,77,22,44,
72,35,69,55,52,36,22,60,78,59,64,35,62,35,33,45,74,50,69,51,48,7,20,10,11,19,10,57,70,41,39,38,52,48,36,33,54,28,45,58,49,43,23,37,61,35,56,65,69,50,78,23,55,48,41,53,34,42,34,50,
68,57,74,48,62,64,40,76,54,37,36,28,36,25,71,27,65,65,29,32,32,60,4,79,79,79,79,10,6,63,34,67,37,48,58,23,78,72,28,66,50,30,57,54,76,77,75,66,40,35,34,63,49,42,58,77,61,69,23,42,
70,39,60,57,57,34,68,50,77,43,39,30,40,56,55,30,50,32,31,5,12,72,44,2,79,79,79,79,9,59,44,76,63,76,23,67,46,46,78,38,43,78,61,63,58,41,50,59,68,68,34,67,22,30,77,41,57,77,25,52,
71,72,25,70,76,67,56,26,28,44,65,61,60,53,36,63,60,39,61,23,71,60,25,8,79,79,79,0,24,51,62,76,36,27,53,34,75,34,61,35,60,78,68,54,76,71,54,73,77,50,46,59,48,40,57,34,28,52,46,50,
68,49,72,46,53,40,63,47,74,57,67,62,67,63,54,67,27,24,78,45,59,41,25,15,16,17,17,53,47,69,35,56,27,61,31,66,73,75,46,73,39,38,57,45,50,62,51,54,73,57,75,49,59,77,25,46,48,77,22,63,
32,41,47,52,31,69,45,36,42,76,37,55,41,78,44,68,27,33,23,37,39,26,78,22,32,24,47,60,48,42,62,62,43,39,57,55,74,32,37,37,31,49,72,77,36,58,69,23,53,74,74,57,69,36,33,26,45,34,78,33,
38,32,71,40,54,29,61,67,28,53,47,30,44,39,56,45,52,57,39,28,55,28,28,46,73,58,50,35,39,70,56,25,68,59,27,32,78,78,50,25,46,36,31,42,54,54,66,52,63,78,35,24,38,51,37,37,52,78,59,76,
64,49,78,22,36,55,38,71,65,24,71,72,46,66,45,48,49,46,30,38,36,75,65,56,74,28,70,53,77,59,23,33,32,52,27,62,52,44,38,29,53,62,43,53,63,56,47,30,55,64,45,46,50,72,31,27,60,58,37,27,
77,26,53,70,46,31,22,47,56,26,66,69,44,22,67,63,58,70,54,55,24,66,44,31,72,73,39,34,59,75,41,51,65,23,35,59,53,33,57,60,40,44,26,27,30,75,65,40,68,62,24,64,29,22,77,34,38,31,36,31,
50,28,74,24,53,74,73,42,35,70,53,76,41,59,42,28,36,72,47,61,37,48,64,78,59,65,77,63,30,44,44,57,47,33,33,56,75,44,45,48,53,27,40,76,22,43,71,55,53,53,61,30,45,32,44,77,29,28,41,44,
44,42,53,36,55,37,46,50,72,69,57,71,53,54,22,59,63,46,67,35,67,36,70,48,52,24,48,33,76,59,58,30,26,23,24,76,32,25,58,37,53,30,46,45,59,40,43,75,65,49,44,71,32,74,73,53,37,78,32,71,
